Authors,Title,Link,Abstract,Author Keywords,Index Keywords
"Karadas F., Møller A.P., Karageçili M.R.","A comparison of fat-soluble antioxidants in wild and farm-reared chukar partridges (Alectoris chukar)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017110432&doi=10.1016%2fj.cbpa.2017.03.015&partnerID=40&md5=1310e86c2056acfea6feeb56b51c89cf","This study assessed differences in antioxidant (carotenoid, retinol, retinol-ester, vitamin E and coenzyme Q10) composition of egg yolk and tissue in chukar partridges (Alectoris chukar) newly hatched from eggs of birds maintained in captivity on commercial maize-soybean based diets and birds from the wild whose diet was obtained from the natural environment. All eggs were incubated in a commercial hatchery. Day-old chicks from both groups were sacrificed and dissected for antioxidant analysis. Fat soluble antioxidant concentrations of egg yolk and tissues were determined by HPLC. Total carotenoids, retinol, alpha-tocopherol, and total vitamin E concentration of wild egg yolks were significantly higher compared to yolks from farm-reared birds (p &lt; 0.05). However, gamma tocopherol, and coenzyme Q10 were not significantly different in the yolks of either wild or farmed birds (p &gt; 0.05). The concentration of total carotenoids in all tissues of wild chukar one-day old partridges was significantly higher than in farmed one-day old chukar partridge tissues (p &lt; 0.05). Alpha tocopherol, free-retinol, retinol-esters and total vitamin A were significantly higher in most tissues of wild chukar when compared to farmed chicks (p &lt; 0.05). Coenzyme Q10 concentrations of heart, kidney and brain tissues of farm-reared chukar day old chicks were significantly higher than tissues from wild birds, although leg and breast tissues of wild chicks were significantly higher than in farmed birds (p &lt; 0.05). These findings suggest that maternal access to antioxidants in the diet of farmed chukar partridges could positively influence fat soluble antioxidant concentrations in the egg yolk and tissues of day old chicks. © 2017 Elsevier Inc.","Antioxidant; Carotenoid; Chukar partridges; Coenzyme Q10; Newly hatched; Reared; Retinol-esters; Vitamin A, E; Wild",
"Peiman K.S., Birnie-Gauvin K., Midwood J.D., Larsen M.H., Wilson A.D.M., Aarestrup K., Cooke S.J.","If and when: intrinsic differences and environmental stressors influence migration in brown trout (Salmo trutta)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019111108&doi=10.1007%2fs00442-017-3873-9&partnerID=40&md5=c397a2ca81b5992d79ab9f58eb34c734","Partial migration is a common phenomenon, yet the causes of individual differences in migratory propensity are not well understood. We examined factors that potentially influence timing of migration and migratory propensity in a wild population of juvenile brown trout (Salmo trutta) by combining experimental manipulations with passive integrated transponder telemetry. Individuals were subjected to one of six manipulations: three designed to mimic natural stressors (temperature increase, food deprivation, and chase by a simulated predator), an injection of exogenous cortisol designed to mimic an extreme physiological challenge, a sham injection, and a control group. By measuring length and mass of 923 individuals prior to manipulation and by monitoring tagged individuals as they left the stream months later, we assessed whether pre-existing differences influenced migratory tendency and timing of migration, and whether our manipulations affected growth, condition, and timing of migration. We found that pre-existing differences predicted migration, with smaller individuals and individuals in poor condition having a higher propensity to migrate. Exogenous cortisol manipulation had the largest negative effect on growth and condition, and resulted in an earlier migration date. Additionally, low-growth individuals within the temperature and food deprivation treatments migrated earlier. By demonstrating that both pre-existing differences in organism state and additional stressors can affect whether and when individuals migrate, we highlight the importance of understanding individual differences in partial migration. These effects may carry over to influence migration success and affect the evolutionary dynamics of sub-populations experiencing different levels of stress, which is particularly relevant in a changing world. © 2017, Springer-Verlag Berlin Heidelberg.","Brown trout; Cortisol; Life-history strategy; Partial migration; Passive integrated transponder","Salmo trutta"
"Paukert C.P., Lynch A.J., Beard T.D., Jr., Chen Y., Cooke S.J., Cooperman M.S., Cowx I.G., Ibengwe L., Infante D.M., Myers B.J.E., Nguyễn H.P., Winfield I.J.","Designing a global assessment of climate change on inland fishes and fisheries: knowns and needs","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019263749&doi=10.1007%2fs11160-017-9477-y&partnerID=40&md5=218f35a8e4097a4e4817fb1ba1ab1aeb","To date, there are few comprehensive assessments of how climate change affects inland finfish, fisheries, and aquaculture at a global scale, but one is necessary to identify research needs and commonalities across regions and to help guide decision making and funding priorities. Broadly, the consequences of climate change on inland fishes will impact global food security, the livelihoods of people who depend on inland capture and recreational fisheries. However, understanding how climate change will affect inland fishes and fisheries has lagged behind marine assessments. Building from a North American inland fisheries assessment, we convened an expert panel from seven countries to provide a first-step to a framework for determining how to approach an assessment of how climate change may affect inland fishes, capture fisheries, and aquaculture globally. Starting with the small group helped frame the key questions (e.g., who is the audience? What is the best approach and spatial scale?). Data gaps identified by the group include: the tolerances of inland fisheries to changes in temperature, stream flows, salinity, and other environmental factors linked to climate change, and the adaptive capacity of fishes and fisheries to adjust to these changes. These questions are difficult to address, but long-term and large-scale datasets are becoming more readily available as a means to test hypotheses related to climate change. We hope this perspective will help researchers and decision makers identify research priorities and provide a framework to help sustain inland fish populations and fisheries for the diversity of users around the globe. © 2017, Springer International Publishing Switzerland (outside the USA).","Climate change; Food security; Freshwater; Inland; Livelihoods; Recreational fishing","Pisces"
"Puthumana J., Kim B.-M., Jeong C.-B., Kim D.-H., Kang H.-M., Jung J.-H., Kim I.-C., Hwang U.-K., Lee J.-S.","Nine co-localized cytochrome P450 genes of the CYP2N, CYP2AD, and CYP2P gene families in the mangrove killifish Kryptolebias marmoratus genome: Identification and expression in response to B[α]P, BPA, OP, and NP","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017340278&doi=10.1016%2fj.aquatox.2017.03.022&partnerID=40&md5=d4d5241f48cb937b3c8d0474716ef7f1","The CYP2 genes are the largest and most diverse cytochrome P450 (CYP) subfamily in vertebrates. We have identified nine co-localized CYP2 genes (∼55 kb) in a new cluster in the genome of the highly resilient ecotoxicological fish model Kryptolebias marmoratus. Molecular characterization, temporal and tissue-specific expression pattern, and response to xenobiotics of these genes were examined. The CYP2 gene clusters were characterized and designated CYP2N22-23, CYP2AD12, and CYP2P16-20. Gene synteny analysis confirmed that the cluster in K. marmoratus is similar to that found in other teleost fishes, including zebrafish. A gene duplication event with diverged catalytic function was observed in CYP2AD12. Moreover, a high level of divergence in expression was observed among the co-localized genes. Phylogeny of the cluster suggested an orthologous relationship with similar genes in zebrafish and Japanese medaka. Gene expression analysis showed that CYP2P19 and CYP2N20 were consecutively expressed throughout embryonic development, whereas CYP2P18 was expressed in all adult tissues, suggesting that members of each CYP2 gene family have different physiological roles even though they are located in the same cluster. Among endocrine-disrupting chemicals (EDCs), benzo[α]pyrene (B[α]P) induced expression of CYP2N23, bisphenol A (BPA) induced CYP2P18 and CYP2P19, and 4-octylphenol (OP) induced CYP2AD12, but there was no significant response to 4-nonylphenol (NP), implying differential catalytic roles of the enzyme. In this paper, we identify and characterize a CYP2 gene cluster in the mangrove killifish K. marmoratus with differing catalytic roles toward EDCs. Our findings provide insights on the roles of nine co-localized CYP2 genes and their catalytic functions for better understanding of chemical-biological interactions in fish. © 2017 Elsevier B.V.","Cytochrome P450; Endocrine disrupting chemical; Gene cluster; Killifish; Kryptolebias marmoratus",
"Gallagher A.J., Hammerschlag N., Danylchuk A.J., Cooke S.J.","Shark recreational fisheries: Status, challenges, and research needs","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006380615&doi=10.1007%2fs13280-016-0856-8&partnerID=40&md5=88ec523cad0808a161741397db9f99ba","For centuries, the primary manner in which humans have interacted with sharks has been fishing. A combination of their slow-growing nature and high use-values have resulted in population declines for many species around the world, and to date the vast majority of fisheries-related work on sharks has focused on the commercial sector. Shark recreational fishing remains an overlooked area of research despite the fact that these practices are popular globally and could present challenges to their populations. Here we provide a topical overview of shark recreational fisheries, highlighting their history and current status. While recreational fishing can provide conservation benefits under certain circumstances, we focus our discourse on the relatively understudied, potentially detrimental impacts these activities may have on shark physiology, behavior, and fitness. We took this angle given the realized but potentially underestimated significance of recreational fishing for shark conservation management plans and stock assessments, in hopes of creating a dialogue around sustainability. We also present a series of broad and focused research questions and underpin areas of future research need to assist with the development of this emergent area of research. © 2016, Royal Swedish Academy of Sciences.","Fishing; Marine; Recreational; Resource; Sharks","Chondrichthyes; animal; environmental protection; fishery; recreation; shark; trends; Animals; Conservation of Natural Resources; Fisheries; Recreation; Sharks"
"Garamszegi L.Z., Møller A.P.","Partitioning within-species variance in behaviour to within- and between-population components for understanding evolution","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017401672&doi=10.1111%2fele.12758&partnerID=40&md5=827bb622d5da7a73100d20ad9610ae81","Phenotypes vary at multiple hierarchical levels, of which the interspecific variance is the primary focus of phylogenetic comparative studies. However, the evolutionary role of particular within-species variance components (between-population, between- or within-individual variances) remains neglected. Here, we partition the variance in an anti-predator behaviour, flight initiation distance (FID), and assess how its within- and between-population variance are related to life history, distribution, dispersal and habitat ecology. Although the composition of within-species variance in FID depended on the phylogeny, most variance occurred within populations. When accounting for allometry, density-dependence, uncertainty in the phylogenetic hypothesis and heterogeneity in data quality, within-population variance was significantly associated with habitat diversity and population size. Between-population variance was a significant predictor of natal dispersal, senescence and habitat diversity. Accordingly, not only species-specific mean values of a behavioural trait, but also its variance within and among populations can shape the evolutionary ecology of species. © 2017 John Wiley & Sons Ltd/CNRS","ecological plasticity; life history; mixed-models; pace of life syndromes; personality; repeatability; variation in behaviour","animal; bird; ecosystem; Europe; evolution; flying; genetics; phenotype; phylogeny; physiology; Animals; Biological Evolution; Birds; Ecosystem; Europe; Flight, Animal; Phenotype; Phylogeny"
"Birnie-Gauvin K., Peiman K.S., Larsen M.H., Aarestrup K., Willmore W.G., Cooke S.J.","Short-term and long-term effects of transient exogenous cortisol manipulation on oxidative stress in juvenile brown trout","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019016208&doi=10.1242%2fjeb.155465&partnerID=40&md5=148fae5635bf0f53611413118e655643","In the wild, animals are exposed to a growing number of stressors with increasing frequency and intensity, as a result of human activities and human-induced environmental change. To fully understand how wild organisms are affected by stressors, it is crucial to understand the physiology that underlies an organism's response to a stressor. Prolonged levels of elevated glucocorticoids are associated with a state of chronic stress and decreased fitness. Exogenous glucocorticoid manipulation reduces an individual's ability to forage, avoid predators and grow, thereby limiting the resources available for physiological functions like defence against oxidative stress. Using brown trout (Salmo trutta), we evaluated the short-term (2 weeks) and long-term (4 months over winter) effects of exogenous cortisol manipulations (versus relevant shams and controls) on the oxidative status of wild juveniles. Cortisol caused an increase in glutathione over a 2 week period and appeared to reduce glutathione over winter. Cortisol treatment did not affect oxidative stress levels or low molecular weight antioxidants. Cortisol caused a significant decrease in growth rates but did not affect predation risk. Over-winter survival in the stream was associated with low levels of oxidative stress and glutathione. Thus, oxidative stress may be a mechanism by which elevated cortisol causes negative physiological effects. © 2017. Published by The Company of Biologists Ltd.","Antioxidants; Glucocorticoids; Glutathione; Oxidative ecology; Reactive oxygen species; Salmo trutta",
"López-Calderón C., Hobson K.A., Marzal A., Balbontín J., Reviriego M., Magallanes S., García-Longoria L., de Lope F., Møller A.P.","Wintering areas predict age-related breeding phenology in a migratory passerine bird","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014674038&doi=10.1111%2fjav.01070&partnerID=40&md5=da955fc43d672e13780f29db608476d2","Understanding connections between breeding, stopover and wintering grounds for long-distance migratory birds can provide important insight into factors influencing demography and the strength of carry-over effects among various periods of the annual cycle. Using previously described, multi-isotope (δ13C, δ15N, δ2H) feather isoscapes for Africa, we identified the most probable wintering areas for house martins Delichon urbica breeding at Badajoz in southwestern Spain. We identified two most-probable wintering areas differing in isotopic signature in west Africa. We found that the probability to winter in the isotopic cluster two was related to age and sex of individuals. Specifically, experienced males (i.e. two years or older) winter in the isotopic cluster two with a greater probability than experienced females, whereas first-year females winter in the isotopic cluster two with a greater probability than first-year males. In addition, wintering area was correlated with breeding phenology, with individuals wintering in the isotopic cluster two initiating their clutches earlier than those wintering in the isotopic cluster one. For birds wintering in the isotopic cluster two, there was no relationship between age and clutch initiation date. In contrast, young birds wintering in the isotopic cluster one initiated their clutches earlier than experienced birds wintering in this area. There was no significant correlation between wintering area and clutch size or the number of fledglings produced. We hypothesize that the relationship among social status, population density and winter habitat quality should be the most important driver of the carry-over effect we found for this population. © 2016 The Authors",,"Aves; Delichon; Delichon urbica; Passeriformes"
"Hammerschlag N., Meyer C.G., Grace M.S., Kessel S.T., Sutton T.T., Harvey E.S., Paris-Limouzy C.B., Kerstetter D.W., Cooke S.J.","Shining a light on fsh at night: An overview of fsh and fsheries in the dark of night, and in deep and polar seas","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018454077&doi=10.5343%2fbms.2016.1082&partnerID=40&md5=d5a56b7a7c769be4fadfbe5fc5360bd2","In aquatic environments, what one observes during the day can differ substantially by night. Te species composition and associated ecological processes that occur during the day are often different than night. In polar seas and at great depths, ""night"" can span, months, years, and beyond. Teleosts and elasmobranchs have evolved unique sensory and behavioral modalities for living in darkness. As a consequence, fshers have adopted unique strategies for exploiting fsh at night or in dark systems. We propose that neglecting the night has led to an incomplete understanding of aquatic organismal ecology, population/community dynamics, and ecosystem function with consequences for fsheries conservation management. To address this knowledge gap and stimulate the exchange of new data and ideas on behaviors, patterns, and processes relating to fsh and fsheries in darkness, Fish at Night: an international symposium was held in Miami, Florida (USA), from 18 to 20 November, 2015. Here, we synthesize the fndings from the symposium, providing an overview on the state-ofknowledge of fsh studies in the dark, identifying critical information gaps, and charting a course for future research. We focus our commentary and synthesis on six areas: (1) nocturnal fsh behavior and ecology; (2) fshing, fsheries, and enforcement; (3) deep and polar seas; (4) diel fsh distribution and abundance comparisons; (5) methods for studying fsh in darkness; (6) human threats to fsh at night; and (7) larval fsh at night. Taken together, we attempt to ""shine a light"" on fsh at night, generating a greater interest and understanding of fshes and fsheries during darkness. © 2017 Rosenstiel School of Marine & Atmospheric Science of the University of Miami.",,"Elasmobranchii; Teleostei"
"Wilson A.D.M., Hayden T.A., Vandergoot C.S., Kraus R.T., Dettmers J.M., Cooke S.J., Krueger C.C.","Do intracoelomic telemetry transmitters alter the post-release behaviour of migratory fish?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957990010&doi=10.1111%2feff.12275&partnerID=40&md5=59e1f1fe43030b6b59882c38039413b6","Electronic tags have become a common tool in fish research, enhancing our understanding of how fish interact with their environment and move among different habitats, for estimating mortality and recording internal physiological states. An often-untested assumption of electronic tagging studies is that tagged fish are representative of untagged conspecifics and thus show ‘normal’ behaviour (e.g. movement rates, swimming activity, feeding). Here, we use a unique data set for potamadromous walleye (Sander vitreus) in Lake Huron and Lake Erie tributaries to assess whether the lack of appropriate controls in electronic tagging could seriously affect behavioural data. We used fish tagged in previous years and compared their migratory behaviour during the spawning season to fish tagged in a current year at the same location. The objective of the study was to determine whether intracoelomic acoustic tag implantation altered downstream movement of walleye after spawning. Fish tagged in a given season travelled slower downstream from two river spawning sites than fish tagged in previous years. Fish tagged one or two years earlier showed no differences between each other in downstream travel time, in contrast to fish tagged in a given year. Our results support notions that standard collection and intracoelomic tagging procedures can alter short-term behaviour (i.e. days, weeks, months), and as such, researchers should use caution when interpreting data collected over such time periods. Further, whenever possible, researchers should also explicitly evaluate post-tagging effects on behaviour as part of their experimental objectives. © 2016 John Wiley & Sons A/S. Published by John Wiley & Sons Ltd","behaviour; fish tagging; surgery; tagging effects; transmitter implantation",
